date,tournament,team1,team2,picks1,picks2,bans1,bans2,winner
2025-02-22,AOG Spring 2025 GS1,BOX,FL,"Mina,Yan,Raz,Violet,Y'bneth","Lu Bu,Wonder Woman,Iggy,Capheny,Baldum","Valhein,Maloch,Yena,Qi","Bolt Baron,Marja,Skud,Florentino",FL
2025-02-22,AOG Spring 2025 GS1,BOX,FL,"Riktor,Billow,Rouie,Stuart,Arduin","Florentino,Keera,Diao Chan,Elsu,Xeniel","Valhein,Maloch,Raz,Ignis","Marja,Bolt Baron,Eland'orr,Airi",BOX
2025-02-22,AOG Spring 2025 GS1,BOX,FL,"Murad,Tulen,Maloch,Fennik,Dolia","Marja,Nakroth,Krixi,Hayate,Enzo","Bolt Baron,Valhein,Qi,Omen","Billow,Eland'orr,Aoi,Riktor",BOX
2025-02-22,AOG Spring 2025 GS1,BOX,FL,"Yena,Keera,Iggy,Valhein,Enzo","Riktor,Billow,Liliana,Fennik,Arduin","Maloch,Stuart,Omen,Omega","Marja,Bolt Baron,Eland'orr,Aoi",FL
2025-02-22,AOG Spring 2025 GS1,BOX,FL,"Qi,Ryoma,Ignis,Capheny,TeeMee","Skud,Eland'orr,Rouie,Murad,Toro","Maloch,Marja,Stuart,Florentino","Valhein,Bolt Baron,Mina,Omen",FL
2025-02-22,RPL 2025 Summer - GS,BAC,TLN,"Murad,Keera,Iggy,Marja,Xeniel","Florentino,Bolt Baron,Liliana,Stuart,Ming","Valhein,Maloch,Capheny,Violet","Rouie,Hayate,Fennik,Grakk",TLN
2025-02-22,RPL 2025 Summer - GS,BAC,TLN,"Charlotte,Wonder Woman,Ignis,Tel'Annas,Maloch","Yena,Aoi,Alice,Slimz,Dolia","Bolt Baron,Marja,Iggy,Sephera","Rouie,Florentino,Ming,Qi",TLN
2025-02-22,RPL 2025 Summer - GS,BAC,TLN,"Ryoma,Billow,Liliana,Stuart,TeeMee","Skud,Keera,Rouie,Hayate,Enzo","Maloch,Eland'orr,Toro,Arduin","Bolt Baron,Marja,Florentino,Raz",TLN
2025-02-22,RPL 2025 Summer - GS,BAC,TLN,"Skud,Eland'orr,Diao Chan,Valhein,Enzo","Qi,Billow,Raz,Tel'Annas,Y'bneth","Maloch,Stuart,Murad,Keera","Bolt Baron,Marja,Florentino,Riktor",BAC
2025-02-22,AOG Spring 2025 GS1,FPL,TDT,"Qi,Aoi,Raz,Capheny,TeeMee","Skud,Billow,Liliana,Violet,Thane","Marja,Valhein,Omen,Grakk","Stuart,Maloch,Keera,Florentino",TDT
2025-02-22,AOG Spring 2025 GS1,FPL,TDT,"Skud,Bolt Baron,Natalya,Violet,Enzo","Murad,Keera,Rouie,Stuart,Toro","Marja,Maloch,Eland'orr,Omen","Valhein,Billow,Florentino,Hayate",TDT
2025-02-22,AOG Spring 2025 GS1,FPL,TDT,"Mina,Marja,Ignis,Fennik,Toro","Qi,Aoi,Iggy,Laville,TeeMee","Maloch,Eland'orr,Omen,Florentino","Valhein,Stuart,Natalya,Billow",TDT
2025-02-22,RPL 2025 Summer - GS,eA,PSG,"Qi,Yan,Iggy,Hayate,Thane","Skud,Aoi,Dirak,Violet,Enzo","Valhein,Bolt Baron,Ming,TeeMee","Rouie,Marja,Fennik,Elsu",eA
2025-02-22,RPL 2025 Summer - GS,eA,PSG,"Riktor,Billow,Tulen,Stuart,TeeMee","Omen,Keera,Natalya,Hayate,Toro","Valhein,Bolt Baron,Enzo,Grakk","Rouie,Marja,Florentino,Yena",eA
2025-02-22,RPL 2025 Summer - GS,eA,PSG,"Airi,Keera,Liliana,Valhein,Dolia","Florentino,Billow,Maloch,Celica,Alice","Bolt Baron,Ming,Stuart,Tel'Annas","Fennik,Marja,Diao Chan,Lauriel",eA
2025-02-22,RPL 2025 Summer - GS,eA,PSG,"Ryoma,Bolt Baron,Raz,Capheny,Ming","Yena,Marja,Rouie,Fennik,Y'bneth","Stuart,Maloch,Omen,Riktor","Valhein,Billow,Krizzix,Qi",PSG
2025-02-22,AOG Spring 2025 GS1,1S,BSS,"Zuka,Marja,Yue,Stuart,Toro","Eland'orr,Aoi,Natalya,Erin,Grakk","Billow,Qi,Elsu,Omen","Valhein,Bolt Baron,Ryoma,Yena",1S
2025-02-22,AOG Spring 2025 GS1,1S,BSS,"Qi,Aoi,Violet,Rouie,TeeMee","Skud,Nakroth,Iggy,Capheny,Y'bneth","Billow,Marja,Keera,Toro","Valhein,Bolt Baron,Florentino,Omen",1S
2025-02-22,AOG Spring 2025 GS1,1S,BSS,"Murad,Billow,Natalya,Laville,Enzo","Ryoma,Yan,Maloch,Fennik,Dolia","Valhein,Marja,Omen,Qi","Eland'orr,Bolt Baron,Hayate,Stuart",1S
2025-02-22,RPL 2025 Summer - GS,BRU,HD,"Murad,Nakroth,Tulen,Stuart,Ming","Mina,Sephera,Iggy,Hayate,Arduin","Valhein,Marja,Skud,Qi","Rouie,Bolt Baron,Aoi,Riktor",BRU
2025-02-22,RPL 2025 Summer - GS,BRU,HD,"Qi,Yan,Raz,Marja,Dolia","Maloch,Billow,Ignis,Violet,Zip","Bolt Baron,Valhein,Ming,Aoi","Rouie,Eland'orr,Stuart,Hayate",BRU
2025-02-22,RPL 2025 Summer - GS,BRU,HD,"Yena,Keera,Iggy,Violet,Zip","Omen,Wonder Woman,Rouie,Capheny,Enzo","Maloch,Valhein,Eland'orr,Billow","Bolt Baron,Marja,Mina,Florentino",HD
2025-02-22,RPL 2025 Summer - GS,BRU,HD,"Skud,Billow,Liliana,Valhein,Enzo","Yena,Keera,Natalya,Fennik,TeeMee","Maloch,Eland'orr,Ignis,Florentino","Bolt Baron,Marja,Iggy,Raz",BRU
2025-02-21,RPL 2025 Summer - GS,KOG,eA,"Florentino,Billow,Liliana,Fennik,Y'bneth","Airi,Yan,Iggy,Capheny,Enzo","Marja,Stuart,Omen,Ignis","Valhein,Bolt Baron,Qi,Murad",eA
2025-02-21,RPL 2025 Summer - GS,KOG,eA,"Ryoma,Zuka,Maloch,Capheny,Alice","Qi,Keera,Raz,Hayate,Dolia","Marja,Billow,Omen,Mina","Bolt Baron,Valhein,Eland'orr,Aoi",eA
2025-02-21,RPL 2025 Summer - GS,KOG,eA,"Yena,Marja,Iggy,Violet,Toro","Riktor,Eland'orr,Tulen,Elsu,TeeMee","Maloch,Stuart,Qi,Liliana","Bolt Baron,Valhein,Murad,Mina",eA
2025-02-17,RPL 2025 Summer - GS,BAC,BRU,"Florentino,Fennik,Natalya,Valhein,Xeniel","Yena,Bolt Baron,Rouie,Tel'Annas,TeeMee","Maloch,Stuart,Murad,Eland'orr","Marja,Keera,Ming,Grakk",BAC
2025-02-17,RPL 2025 Summer - GS,BAC,BRU,"Skud,Billow,Ignis,Tel'Annas,Zip","Mina,Fennik,Natalya,Violet,Y'bneth","Bolt Baron,Valhein,Aoi,Eland'orr","Maloch,Marja,Florentino,Keera",BAC
2025-02-17,RPL 2025 Summer - GS,BAC,BRU,"Ryoma,Lauriel,Iggy,Capheny,Enzo","Qi,Marja,Liliana,Hayate,Arduin","Valhein,Rouie,Stuart,Mina","Maloch,Aoi,Omen,Murad",BRU
2025-02-17,RPL 2025 Summer - GS,BAC,BRU,"Yena,Sephera,Rouie,Elsu,Arduin","Skud,Keera,Ignis,Capheny,Ming","Maloch,Valhein,Aoi,Murad","Bolt Baron,Marja,Billow,Wonder Woman",BRU
2025-02-17,RPL 2025 Summer - GS,BAC,BRU,"Qi,Eland'orr,Tulen,Stuart,TeeMee","Ryoma,Billow,Iggy,Elsu,Toro","Maloch,Valhein,Sephera,Mina","Bolt Baron,Marja,Rouie,Liliana",BAC
2025-02-16,RPL 2025 Summer - GS,TLN,FS,"Florentino,Tulen,Natalya,Stuart,Enzo","Billow,Fennik,Yue,Valhein,Arduin","Dolia,Bolt Baron,Airi,Qi","Rouie,Marja,Aoi,Errol",TLN
2025-02-16,RPL 2025 Summer - GS,TLN,FS,"Skud,Keera,Maloch,Laville,Dolia","Murad,Zill,Raz,Violet,Ming","Enzo,Bolt Baron,Billow,Florentino","Valhein,Marja,Hayate,Riktor",TLN
2025-02-16,RPL 2025 Summer - GS,TLN,FS,"Bolt Baron,Nakroth,Raz,Capheny,Aya","TeeMee,Keera,Aleister,Tel'Annas,Rouie","Enzo,Dolia,Omen,Yena","Valhein,Marja,Y'bneth,Grakk",TLN
2025-02-16,RPL 2025 Summer - GS,BAC,eA,"Maloch,Sephera,Raz,Capheny,TeeMee","Omen,Wonder Woman,Yue,Elsu,Rouie","Bolt Baron,Marja,Murad,Keera","Valhein,Dolia,Florentino,Mina",BAC
2025-02-16,RPL 2025 Summer - GS,BAC,eA,"Murad,Eland'orr,Yue,Stuart,Xeniel","Krizzix,Enzo,Raz,Hayate,Maloch","Bolt Baron,Marja,Alice,Mina","Valhein,Dolia,Florentino,Omen",BAC
2025-02-16,RPL 2025 Summer - GS,BAC,eA,"Ryoma,Keera,Ignis,Fennik,Enzo","Florentino,Billow,Iggy,Valhein,TeeMee","Bolt Baron,Marja,Eland'orr,Murad","Stuart,Dolia,Errol,Sephera",BAC
2025-02-16,RPL 2025 Summer - GS,BAC,eA,"Airi,Billow,Iggy,Marja,Ming","Qi,Aoi,Aleister,Stuart,Dolia","Maloch,Eland'orr,Florentino,Murad","Valhein,Bolt Baron,Omen,Skud",eA
2025-02-16,RPL 2025 Summer - GS,HD,KOG,"Skud,Yan,Liliana,Valhein,Y'bneth","Yena,Wonder Woman,Ignis,Stuart,Dolia","Bolt Baron,Florentino,Riktor,Errol","Grakk,Eland'orr,Omen,Billow",HD
2025-02-16,RPL 2025 Summer - GS,HD,KOG,"Maloch,Aoi,Iggy,Capheny,TeeMee","Mina,Keera,Natalya,Elsu,Grakk","Stuart,Florentino,Riktor,Marja","Bolt Baron,Valhein,Liliana,Raz",HD
2025-02-16,RPL 2025 Summer - GS,HD,KOG,"Qi,Zill,Dolia,Hayate,Murad","Ryoma,Billow,Maloch,Violet,Alice","Valhein,Bolt Baron,Fennik,Riktor","Stuart,Eland'orr,Aoi,Raz",KOG
2025-02-16,RPL 2025 Summer - GS,HD,KOG,"Marja,Keera,Ignis,Violet,Enzo","Qi,Eland'orr,Iggy,Capheny,Toro","Dolia,Stuart,Elsu,TeeMee","Bolt Baron,Valhein,Ming,Mina",HD
2025-02-15,RPL 2025 Summer - GS,eA,BRU,"Qi,Aoi,Liliana,Violet,Thane","Skud,Yan,Ignis,Celica,Dolia","Valhein,Bolt Baron,Errol,Wonder Woman","Rouie,Stuart,Omen,Florentino",BRU
2025-02-15,RPL 2025 Summer - GS,eA,BRU,"Ryoma,Yan,Yue,Capheny,TeeMee","Marja,Billow,Liliana,Hayate,Y'bneth","Valhein,Elsu,Ming,Tel'Annas","Bolt Baron,Rouie,Eland'orr,Qi",BRU
2025-02-15,RPL 2025 Summer - GS,eA,BRU,"Riktor,Keera,Alice,Hayate,Maloch","Ryoma,Sephera,Iggy,Stuart,Enzo","Valhein,Bolt Baron,Billow,Aoi","Rouie,TeeMee,Florentino,Omen",eA
2025-02-15,RPL 2025 Summer - GS,eA,BRU,"Krizzix,Billow,Iggy,Elsu,Dolia","Qi,Keera,Maloch,Capheny,Zip","Valhein,Bolt Baron,Ming,Raz","Stuart,Rouie,Omen,Florentino",BRU
2025-02-15,RPL 2025 Summer - GS,eA,BRU,"Yena,Marja,Raz,Valhein,Y'bneth","Omen,Fennik,Volkath,Rouie,Arduin","Stuart,Dolia,Errol,Aoi","Bolt Baron,Billow,Mina,Florentino",eA
2025-02-15,RPL 2025 Summer - GS,KOG,TLN,"Marja,Billow,Tulen,Stuart,Toro","Florentino,Zill,Raz,Valhein,Helen","Bolt Baron,TeeMee,Enzo,Zip","Dolia,Eland'orr,Murad,Y'bneth",TLN
2025-02-15,RPL 2025 Summer - GS,KOG,TLN,"Qi,Keera,Liliana,Elsu,TeeMee","Skud,Marja,Iggy,Stuart,Ming","Bolt Baron,Valhein,Aoi,Errol","Dolia,Rouie,Florentino,Murad",TLN
2025-02-15,RPL 2025 Summer - GS,KOG,TLN,"Bolt Baron,Fennik,Natalya,Violet,Enzo","Riktor,Keera,Maloch,Capheny,Dolia","TeeMee,Marja,Omen,Murad","Valhein,Grakk,Hayate,Billow",TLN
2025-02-15,RPL 2025 Summer - GS,FS,PSG,"Maloch,Ryoma,Tulen,Violet,Ming","Riktor,Marja,Rouie,Hayate,Toro","Aoi,Enzo,Omen,Murad","Valhein,Bolt Baron,Yena,Qi",PSG
2025-02-15,RPL 2025 Summer - GS,FS,PSG,"Riktor,Wonder Woman,Natalya,Capheny,Dolia","Maloch,Errol,Diao Chan,Violet,Ming","Marja,Aoi,Florentino,Raz","Bolt Baron,Valhein,Omen,Yena",FS
2025-02-15,RPL 2025 Summer - GS,FS,PSG,"Florentino,Aoi,Diao Chan,Stuart,Toro","Skud,Keera,Iggy,Valhein,Arum","Maloch,Marja,Zip,TeeMee","Bolt Baron,Ming,Dolia,Grakk",FS
2025-02-15,RPL 2025 Summer - GS,FS,PSG,"Skud,Keera,Rouie,Fennik,Arduin","Yena,Billow,Dirak,Stuart,Y'bneth","Marja,Enzo,TeeMee,Raz","Valhein,Maloch,Omen,Qi",PSG
2025-02-15,RPL 2025 Summer - GS,FS,PSG,"Marja,Billow,Raz,Hayate,Enzo","Qi,Bolt Baron,Natalya,Fennik,Grakk","TeeMee,Maloch,Stuart,Capheny","Valhein,Rouie,Murad,Aoi",PSG
